,description,number_rates,rating,price,url
326,"<span class=""a-size-base-plus a-color-base a-text-normal"">L'il Critters Paw Patrol Complete Multivitamin Gummies, 60ct</span>","(9,561)",4.6,5.98,https://www.amazon.com/Lil-Critters-Complete-Multivitamin-Gummies/dp/B0862QGL36/ref=sr_1_267?keywords=multivitamin+for+kids&qid=1675456119&sr=8-267
327,"<span class=""a-size-base-plus a-color-base a-text-normal"">CaliVita PreSteps Daily Multivitamin Drops for Infants &amp; Kids - Toddler Multivitamins with Vitamin A, B Complex, C, and E - Natural Orange Flavor - Sugar Free - 2 Month Supply - 60ml</span>",(29),4.2,7.99,https://www.amazon.com/PreSteps-Daily-Multivitamin-Multivitamins-CaliVita/dp/B084Q6DN7X/ref=sr_1_268?keywords=multivitamin+for+kids&qid=1675456119&sr=8-268
328,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Plus Animal Parade Children's Chewable Multi-Vitamin and Mineral Supplement Assorted Flavors - 90 Chewable Tablets</span>",(114),4.5,21.99,https://www.amazon.com/Animal-Childrens-Chewable-Multi-Vitamin-Mineral/dp/B077D1ST24/ref=sr_1_269?keywords=multivitamin+for+kids&qid=1675456119&sr=8-269
329,"<span class=""a-size-base-plus a-color-base a-text-normal"">Wink Kids Multivitamin Sugar-Free Gummy for Energy Metabolism | Daily Complete Immune System and Brain Support Citrus Sunrise Flavor, 60 Count</span>",0,0,19.98,https://www.amazon.com/Wink-Multivitamin-Sugar-Free-Metabolism-Complete/dp/B0BM519GMP/ref=sr_1_270?keywords=multivitamin+for+kids&qid=1675456119&sr=8-270
330,"<span class=""a-size-base-plus a-color-base a-text-normal"">vitafusion Womens Multivitamin Gummies, Berry Flavored Daily Vitamins for Women With Vitamins A, C, D, E, B-6 and B-12, America’s Number 1 Gummy Vitamin Brand, 75 Days Supply, 150 Count</span>","(126,659)",4.7,11.88,https://www.amazon.com/Vitafusion-Womens-Gummy-Vitamins-Berries/dp/B007L0DPE0/ref=sr_1_271?keywords=multivitamin+for+kids&qid=1675456119&rdc=1&sr=8-271
331,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nutricost Kids Multivitamin Gummies 120 Servings (Mixed Berry Flavored Gummies) - Gluten Free, Non-GMO, and Vegetarian Friendly</span>",(9),4.8,14.95,https://www.amazon.com/Nutricost-Multivitamin-Gummies-Servings-Flavored/dp/B09KMHFQ6N/ref=sr_1_272?keywords=multivitamin+for+kids&qid=1675456119&sr=8-272
332,"<span class=""a-size-base-plus a-color-base a-text-normal"">Pure Encapsulations Junior Nutrients | Multivitamin and Mineral Supplement Without Iron for Children Ages 4 and Up* | 120 Capsules</span>",(542),4.6,26.60,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A05796262EM3IV8WKJIB6&qualifier=1675456119&id=6509993781688937&widgetName=sp_mtf&url=%2FPure-Encapsulations-Nutrients-Hypoallergenic-Multivitamin%2Fdp%2FB004GY94BW%2Fref%3Dsr_1_273_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-273-spons%26psc%3D1%26smid%3DA2EJCTH67GJMT3
333,"<span class=""a-size-base-plus a-color-base a-text-normal"">N1N Premium Super Fruits &amp; Veggies Supplement [180 Caps, Whole Food &amp; All Natural] Superfoods for Women, Men and Kids - Packed with Vitamins &amp; Minerals, Better Than Multivitamins, 100% Vegan, Non-GMO</span>",(19),3.6,39.97,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A088436129VEKJMA2HSGU&qualifier=1675456119&id=6509993781688937&widgetName=sp_mtf&url=%2FPremium-Veggies-Supplement-Natural-Superfoods%2Fdp%2FB0BPH868DX%2Fref%3Dsr_1_274_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-274-spons%26psc%3D1
334,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Kid's Multivitamin + Probiotic Gummy, Vitamins A, C, D, E, B, Zinc, Digestive Support, Chewable Supplement, Berry Flavor, 60 Day Supply - 120 Count Pouch</span>","(13,553)",4.7,21.59,https://www.amazon.com/gp/bestsellers/hpc/3765511/ref=sr_bs_34_3765511_1
335,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nordic Naturals Nordic Berries, Citrus - 120 Gummy Berries - Great-Tasting Multivitamin for Ages 2+ - Growth, Development, Optimal Wellness - Non-GMO, Vegetarian - 30 Servings</span>","(1,921)",4.8,22.91,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A060777420HOF1MQ623WF&qualifier=1675456119&id=6509993781688937&widgetName=sp_mtf&url=%2FNordic-Naturals-Berries-Health-Beauty%2Fdp%2FB002CQU57I%2Fref%3Dsr_1_276_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456119%26sr%3D8-276-spons%26psc%3D1%26smid%3DAD4JTYB7A7HOQ
336,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Children's Chewable Multivitamin - Cherry Flavor - 180 Animal-Shaped Tablets - Promotes Health &amp; Well-Being - Vegetarian, Gluten Free - 90 Servings</span>",(335),4.6,28.17,https://www.amazon.com/Natures-Plus-Childrens-Chewable-Multivitamin/dp/B00H7JRBA4/ref=sr_1_277?keywords=multivitamin+for+kids&qid=1675456119&sr=8-277
337,"<span class=""a-size-base-plus a-color-base a-text-normal"">Garden of Life Probiotics for Kids, Cherry Flavor Gummies - Sugar Free Once Daily Kids Probiotic Gummies, 3 Billion CFU Probiotics Plus Fiber for Digestive &amp; Immune Health, 30 Vegetarian Gummies</span>",(304),4.6,22.39,https://www.amazon.com/Garden-Life-Probiotic-Billion-Gummies/dp/B07TN3LC5N/ref=sr_1_278?keywords=multivitamin+for+kids&qid=1675456119&rdc=1&sr=8-278
338,"<span class=""a-size-base-plus a-color-base a-text-normal"">SmartyPants Daily Family Multivitamin Gummy: Vitamin C, Vitamin D3, &amp; Zinc for Immunity, Omega 3 Fish Oil (DHA/EPA), Iodine, Choline, Vitamin B6, E, B12, 180 Count (30 Day Supply)</span>",0,0,29.99,https://www.amazon.com/SmartyPants-Daily-Family-Multivitamin-Gummy/dp/B0BLJBPCG1/ref=sr_1_279?keywords=multivitamin+for+kids&qid=1675456119&sr=8-279
339,"<span class=""a-size-base-plus a-color-base a-text-normal"">NATURELO Magnesium Glycinate Chelate Complex - 200 mg Magnesium with Organic Vegetables to Support Sleep, Calm, Muscle Cramp &amp; Stress Relief – Gluten Free, Non GMO - 120 Capsules</span>","(5,574)",4.6,24.95,https://www.amazon.com/NATURELO-Magnesium-Glycinate-Supplement-Vegetables/dp/B07G2BD4F9/ref=sr_1_280?keywords=multivitamin+for+kids&qid=1675456119&sr=8-280
340,"<span class=""a-size-base-plus a-color-base a-text-normal"">LIQUIDHEALTH 16 Oz Attention, Calm Kids Children Teens Liquid Multivitamin, Focus, Memory, Supplement, Concentration, Vitamins Support, Vegan, Sugar-Free - 2 Pack</span>",(108),4.1,60.95,https://www.amazon.com/LIQUIDHEALTH-Multivitamin-Supplement-Concentration-Sugar-Free/dp/B0BM39N7X2/ref=sr_1_281?keywords=multivitamin+for+kids&qid=1675456119&sr=8-281
341,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Gift, Family 2 Pack: Women's Multivitamin Gummy (90 Count), Kids Multivitamin + Probiotic Gummy (70 Count), Vitamins A, D, C, E, B, Chewable Supplement, Blissful Berry, Yum Berry Punch, 160 Count</span>",(153),4.6,24.87,https://www.amazon.com/OLLY-Family-Pack-Multivitamin-Supplements/dp/B0954DV4T9/ref=sr_1_282?keywords=multivitamin+for+kids&qid=1675456119&sr=8-282
342,"<span class=""a-size-base-plus a-color-base a-text-normal"">DAVINCI Little Mightiest Vite with Probiotics and Prebiotics - Supports Immune System, Gut Health and Healthy Brain* - with Vitamin C, A, D3, E, and More - Fruit Punch Flavor - 42 g, 30 Servings</span>",(53),4.0,21.79,https://www.amazon.com/Little-DaVinci-Mighty-Fruit-Servings/dp/B07SLM8RHS/ref=sr_1_283?keywords=multivitamin+for+kids&qid=1675456119&sr=8-283
343,"<span class=""a-size-base-plus a-color-base a-text-normal"">ALFA VITAMINS Multivitamin Gummy Bears for Kids with 13 Essential nutrients Including Vitamin C for Immune Support, Vitamin D3 for Bone-Teeth Health, and Vitamin B12 - 60 Count</span>",(2),5.0,14.99,https://www.amazon.com/ALFA-VITAMINS-Multivitamin-Essential-Bone-Teeth/dp/B0B75RR6TL/ref=sr_1_284?keywords=multivitamin+for+kids&qid=1675456119&sr=8-284
344,"<span class=""a-size-base-plus a-color-base a-text-normal"">Standard Process - Children's Immune - Everyday Support with Elderberry - 60 Wafers</span>",(43),3.5,38.44,https://www.amazon.com/Standard-Process-Childrens-Everyday-Elderberry/dp/B0B78CJKDD/ref=sr_1_285?keywords=multivitamin+for+kids&qid=1675456119&sr=8-285
345,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature Made Kids First Multivitamin, Kids Vitamins and Minerals for Nutritional Support, 90 Kids Multivitamin Gummies</span>",(150),4.6,none,https://www.amazon.com/Nature-Made-Chewable-Multivitamin-Gluten/dp/B086H75CCX/ref=sr_1_286?keywords=multivitamin+for+kids&qid=1675456119&sr=8-286
346,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies - Kids Gummy Vitamins - Watermelon Flavored Toddler Vitamins 2 Year Old and Up, Antioxidant Supplement Chewable Vitamins for Kids Vegan Vitamins A, C, and E - 60 Count</span>",(15),4.1,24.99,https://www.amazon.com/Kids-Multivitamin-Gummies-Watermelon-Antioxidant/dp/B0B4X3ZBRB/ref=sr_1_287?keywords=multivitamin+for+kids&qid=1675456119&sr=8-287
347,"<span class=""a-size-base-plus a-color-base a-text-normal"">Children's Best Organic Kids Multivitamin Gummies with Biotin, Vitamin A, B6, B12, C, D, Folate, Zinc - 90 Fruit Flavored Gummies</span>",(87),4.6,25.10,https://www.amazon.com/Childrens-Best-Organic-Multivitamin-Gummies/dp/B0977PCT9B/ref=sr_1_288?keywords=multivitamin+for+kids&qid=1675456119&sr=8-288
348,"<span class=""a-size-base-plus a-color-base a-text-normal"">Sundown Kids Disney Frozen 2 Multivitamin Gummies, Vitamins A, C, D, E, Gluten-Free, Dairy-Free, Peanut-Free, 180 Count</span>","(4,852)",4.8,12.49,https://www.amazon.com/Sundown-Naturals-Kids-Complete-Multivitamin/dp/B06WGMG952/ref=sr_1_289?keywords=multivitamin+for+kids&qid=1675456119&rdc=1&sr=8-289
349,"<span class=""a-size-base-plus a-color-base a-text-normal"">Simple Spectrum Vitamin Supplement, Nutritional Support, No Added Sugars or Artificial Ingredients</span>",(512),3.9,55.95,https://www.amazon.com/Simple-Spectrum-Nutritional-Support-Supplement/dp/B08FXQJ2YR/ref=sr_1_290?keywords=multivitamin+for+kids&qid=1675456119&sr=8-290
350,"<span class=""a-size-base-plus a-color-base a-text-normal"">Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies</span>","(17,112)",4.8,10.99,https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/dp/B07VMJMZNP/ref=sr_1_291?keywords=multivitamin+for+kids&qid=1675456119&sr=8-291
351,"<span class=""a-size-base-plus a-color-base a-text-normal"">WHOLE NATURE Kids Gummy Multivitamin - Complete Daily Essentials Childrens Vitamins and Minerals for Overall Wellness, 90 Gummies. Fruit Flavor, No Artificial Sugar, Dairy and Gluten Free</span>",(35),4.2,18.59,https://www.amazon.com/WHOLE-NATURE-Kids-Gummy-Multivitamin/dp/B073G8X4P2/ref=sr_1_292?keywords=multivitamin+for+kids&qid=1675456119&sr=8-292
352,"<span class=""a-size-base-plus a-color-base a-text-normal"">Holistic MD Milk Gummies for Women Kids Men Elderly | with Colostrum Milk &amp; B-Complex | On-The-go 5g Milk Protein &amp; Minerals | Milk Vanilla Flavor 60 Sugar Free Gummies</span>",(29),4.2,14.50,https://www.amazon.com/Holistic-MD-Colostrum-B-Complex-Minerals/dp/B0B7268B9N/ref=sr_1_293?keywords=multivitamin+for+kids&qid=1675456119&sr=8-293
353,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kirkland Signature FsmJUt Childrens Complete Multivitamin Gummies, 160 Count</span>",(34),4.5,15.40,https://www.amazon.com/Kirkland-Signature-Childrens-Complete-Multivitamin/dp/B078BTK6PX/ref=sr_1_294?keywords=multivitamin+for+kids&qid=1675456119&sr=8-294
354,"<span class=""a-size-base-plus a-color-base a-text-normal"">Klaire Labs VitaSpectrum Powder - Children's Multivitamin/Mineral with 23 Essential Nutrients, Tropical Flavor for Kids, No Copper, Iron, Gluten or Casein (171 G / 30 Servings)</span>",(303),3.7,39.99,https://www.amazon.com/Klaire-Labs-VitaSpectrum-Powder-Multivitamin/dp/B07WK7BL8Q/ref=sr_1_295?keywords=multivitamin+for+kids&qid=1675456119&sr=8-295
355,"<span class=""a-size-base-plus a-color-base a-text-normal"">Ritual Multivitamin for Women 18+, Clinical-Backed Multivitamin with Vitamin D3 for Immune Support*, Vegan Omega 3 DHA, B12, Iron, Gluten Free, Non GMO, Mint Essenced, 30 Day Supply, 60 Capsules</span>","(2,798)",4.2,36.99,https://www.amazon.com/Ritual-Multivitamin-Clinical-Backed-Essenced-Capsules/dp/B09W35DHLH/ref=sr_1_296?keywords=multivitamin+for+kids&qid=1675456119&sr=8-296
356,"<span class=""a-size-base-plus a-color-base a-text-normal"">MEGA Multivitamin for Children - Kosher, Healthy, Complete Gummy Vitamins for Kids - 23 Essential Vitamins &amp; Minerals - No Artificial Flavors Or Color</span>",(131),4.0,14.95,https://www.amazon.com/MEGA-Multivitamin-Children-Essential-Artificial/dp/B01HPB5L96/ref=sr_1_297?keywords=multivitamin+for+kids&qid=1675456119&sr=8-297
357,"<span class=""a-size-base-plus a-color-base a-text-normal"">Codeage Multivitamins For Teens, Liquid Vitamin C for Teenagers, Vitamin A B6 B12 D3 E For Kids, Biotin Zinc Omega-3 Folate, Liposomal Vitamins Supplement, One Daily Sachet, Vegan, Non-GMO, 30 Pouches</span>",(27),3.9,49.99,https://www.amazon.com/Codeage-Multivitamins-Teenagers-Liposomal-Supplement/dp/B0BHM94KY9/ref=sr_1_298?keywords=multivitamin+for+kids&qid=1675456119&sr=8-298
358,"<span class=""a-size-base-plus a-color-base a-text-normal"">L'il Critters Gummy Vites, 70 ct</span>",(457),4.6,11.54,https://www.amazon.com/Lil-Critters-Gummy-Multi-Vitamins-Packaging/dp/B000056I88/ref=sr_1_299?keywords=multivitamin+for+kids&qid=1675456119&sr=8-299
359,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies (90 Count) - Vitamins A, C, D, E, B-16, B-12, Zinc Gummy - Multivitamin &amp; Minerals Chewable Supplement for Immune Support, Energy, Health &amp; Wellness</span>",(2),5.0,12.99,https://www.amazon.com/Multivitamin-Kids-Vitamins-B12-Maintain-System-Cherry-Flavored-Halal/dp/B09X22V6XL/ref=sr_1_300?keywords=multivitamin+for+kids&qid=1675456119&sr=8-300
